transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,month,sales
1032,2023-09-27,15:29:08,2,7,Queens,18,3.9,Tea,Herbal tea,Chamomile Calm Sm,September,7.8
1033,2023-05-18,07:39:20,3,8,Queens,33,2.17,Coffee,Drip coffee,Old Time Diner Blend Sm,May,6.51
1034,2023-11-23,12:59:33,1,6,Midtown,10,2.29,Bakery,Scone,Oatmeal Scone,November,2.29
1035,2023-04-05,20:31:28,2,4,Midtown,72,4.49,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,8.98
1036,2023-04-20,17:26:49,1,10,Lower Manhattan,100,4.73,Coffee,Gourmet brewed coffee,House Blend Lg,April,4.73
1037,2023-08-15,17:01:28,2,9,Midtown,34,2.91,Tea,Herbal tea,Chamomile Calm Sm,August,5.82
1038,2023-02-26,08:32:13,1,7,Queens,48,2.77,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,February,2.77
1039,2023-10-05,18:50:26,1,7,Queens,33,4.61,Coffee,Gourmet brewed coffee,French Roast Rg,October,4.61
1040,2023-10-05,19:26:44,2,6,Lower Manhattan,97,3.42,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,October,6.84
1041,2023-08-17,13:13:38,1,9,Brooklyn,74,3.26,Coffee,Drip coffee,Light Roast Sm,August,3.26
1042,2023-09-15,11:57:31,3,5,Lower Manhattan,38,4.65,Coffee,Drip coffee,Morning Classic Lg,September,13.950000000000001
1043,2023-08-08,12:19:37,2,1,Upper East Side,19,2.95,Bakery,Muffin,Chocolate Chip Muffin,August,5.9
1044,2023-10-17,10:41:27,3,4,Upper East Side,32,2.73,Coffee,Barista Espresso,Latte Rg,October,8.19
1045,2023-07-04,15:02:30,2,3,Queens,96,4.19,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,8.38
1046,2023-10-27,09:15:58,3,1,Midtown,38,4.01,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,October,12.03
1047,2023-10-10,09:08:39,2,2,Upper East Side,13,3.01,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,October,6.02
1048,2023-12-24,16:23:47,3,8,Upper East Side,94,2.6,Tea,Brewed Chai tea,Classic Chai Sm,December,7.800000000000001
1049,2023-11-10,09:08:23,3,3,Brooklyn,15,4.45,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,November,13.350000000000001
1050,2023-01-22,16:31:43,2,2,Lower Manhattan,53,3.92,Tea,Herbal tea,Peppermint Fresh Lg,January,7.84
1051,2023-01-07,13:30:58,1,6,Upper East Side,75,4.32,Coffee,Gourmet brewed coffee,Ethiopia Rg,January,4.32
1052,2023-08-31,16:02:05,3,4,Brooklyn,36,3.55,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,August,10.649999999999999
1053,2023-02-21,11:40:34,3,9,Upper East Side,76,2.82,Bakery,Scone,Oatmeal Scone,February,8.459999999999999
1054,2023-07-13,08:34:04,1,2,Queens,88,4.8,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,4.8
1055,2023-10-18,07:16:26,1,8,Upper East Side,35,2.08,Bakery,Scone,Blueberry Scone,October,2.08
1056,2023-05-16,08:34:18,2,10,Midtown,12,3.46,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,May,6.92
1057,2023-12-31,18:11:49,3,5,Lower Manhattan,27,3.03,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,9.09
1058,2023-01-21,15:10:37,3,10,Midtown,55,4.7,Coffee,Barista Espresso,Mocha Rg,January,14.100000000000001
1059,2023-11-21,11:47:44,1,9,Queens,30,2.98,Tea,Brewed Chai tea,Classic Chai Sm,November,2.98
1060,2023-05-29,11:10:34,3,6,Midtown,25,3.43,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,May,10.290000000000001
1061,2023-10-07,07:14:13,2,8,Upper East Side,17,2.39,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,October,4.78
1062,2023-06-10,15:10:20,1,4,Queens,83,2.52,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,June,2.52
1063,2023-03-31,13:00:16,3,6,Lower Manhattan,81,3.06,Coffee,Drip coffee,Old Time Diner Blend Sm,March,9.18
1064,2023-03-02,16:14:45,3,2,Queens,75,3.29,Bakery,Scone,Oatmeal Scone,March,9.870000000000001
1065,2023-04-21,12:28:02,3,9,Brooklyn,52,4.0,Tea,Herbal tea,Peppermint Fresh Lg,April,12.0
1066,2023-02-05,18:10:27,1,10,Brooklyn,100,2.79,Tea,Herbal tea,Peppermint Fresh Lg,February,2.79
1067,2023-12-11,19:24:19,3,4,Brooklyn,77,4.14,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,December,12.419999999999998
1068,2023-09-10,11:22:13,1,5,Midtown,82,3.09,Bakery,Scone,Oatmeal Scone,September,3.09
1069,2023-10-16,10:48:32,2,6,Midtown,47,2.73,Bakery,Scone,Oatmeal Scone,October,5.46
1070,2023-07-01,20:59:50,2,7,Queens,70,3.99,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,7.98
1071,2023-06-29,09:46:32,2,2,Brooklyn,94,4.2,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,June,8.4
1072,2023-01-27,18:25:51,2,10,Brooklyn,48,4.56,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,January,9.12
1073,2023-03-25,06:27:58,3,1,Upper East Side,70,3.24,Tea,Brewed Chai tea,Classic Chai Sm,March,9.72
1074,2023-04-21,17:06:54,1,6,Upper East Side,53,3.15,Tea,Green tea,Jasmine Green Sm,April,3.15
1075,2023-05-30,18:22:06,1,9,Brooklyn,58,4.37,Tea,Green tea,Sencha Lg,May,4.37
1076,2023-01-03,14:57:05,1,6,Brooklyn,98,2.69,Tea,Brewed Chai tea,Classic Chai Sm,January,2.69
1077,2023-12-29,18:46:26,2,9,Lower Manhattan,55,3.95,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,7.9
1078,2023-08-26,18:37:51,3,4,Lower Manhattan,49,3.13,Coffee,Gourmet brewed coffee,French Roast Rg,August,9.39
1079,2023-04-14,19:11:48,3,3,Upper East Side,10,3.1,Bakery,Scone,Blueberry Scone,April,9.3
1080,2023-04-14,16:26:52,2,3,Brooklyn,16,3.83,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,April,7.66
1081,2023-09-03,08:34:50,2,10,Brooklyn,20,2.3,Bakery,Muffin,Chocolate Chip Muffin,September,4.6
1082,2023-09-09,17:47:25,1,5,Upper East Side,75,3.74,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,September,3.74
1083,2023-07-19,11:02:59,3,8,Upper East Side,60,2.69,Bakery,Scone,Oatmeal Scone,July,8.07
1084,2023-04-02,09:17:31,2,6,Brooklyn,15,3.13,Tea,Green tea,Jasmine Green Sm,April,6.26
1085,2023-01-02,16:24:31,3,1,Midtown,28,2.44,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,January,7.32
1086,2023-07-08,07:15:38,2,7,Queens,72,4.88,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,July,9.76
1087,2023-06-03,18:21:04,2,8,Queens,73,4.07,Coffee,Gourmet brewed coffee,House Blend Lg,June,8.14
1088,2023-11-12,19:30:43,1,7,Lower Manhattan,43,4.63,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,November,4.63
1089,2023-12-31,16:58:54,2,10,Midtown,90,4.81,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,December,9.62
1090,2023-12-16,13:35:42,2,10,Upper East Side,90,3.5,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,December,7.0
1091,2023-10-29,10:40:34,2,10,Brooklyn,28,2.7,Tea,Herbal tea,Peppermint Fresh Lg,October,5.4
1092,2023-06-19,08:21:16,2,9,Midtown,16,2.71,Bakery,Croissant,Almond Croissant,June,5.42
1093,2023-03-07,16:17:43,3,6,Midtown,38,3.65,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,March,10.95
1094,2023-04-19,17:11:15,2,2,Lower Manhattan,47,2.75,Bakery,Croissant,Butter Croissant,April,5.5
1095,2023-12-17,11:20:23,3,9,Brooklyn,72,2.81,Bakery,Scone,Oatmeal Scone,December,8.43
1096,2023-06-05,15:09:08,1,9,Upper East Side,67,4.31,Tea,Green tea,Sencha Lg,June,4.31
1097,2023-06-24,19:24:30,1,8,Upper East Side,66,4.28,Coffee,Gourmet brewed coffee,French Roast Rg,June,4.28
1098,2023-11-27,17:14:38,1,1,Midtown,25,3.38,Bakery,Muffin,Chocolate Chip Muffin,November,3.38
1099,2023-11-02,11:20:35,2,9,Upper East Side,90,3.32,Bakery,Scone,Blueberry Scone,November,6.64
1100,2023-01-26,06:25:42,3,6,Brooklyn,32,4.37,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,January,13.11
1101,2023-01-30,13:54:46,3,5,Upper East Side,48,2.62,Bakery,Croissant,Almond Croissant,January,7.86
1102,2023-03-21,16:05:09,3,1,Lower Manhattan,39,2.58,Bakery,Muffin,Blueberry Muffin,March,7.74
1103,2023-12-19,19:42:01,1,3,Upper East Side,71,4.23,Coffee,Barista Espresso,Latte Rg,December,4.23
1104,2023-03-19,12:07:02,3,7,Upper East Side,24,4.69,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,March,14.07
1105,2023-01-17,17:23:54,3,2,Brooklyn,73,4.45,Tea,Herbal tea,Peppermint Fresh Lg,January,13.350000000000001
1106,2023-06-13,13:06:38,2,6,Upper East Side,87,4.27,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,June,8.54
1107,2023-02-17,06:29:34,3,7,Lower Manhattan,43,3.2,Coffee,Drip coffee,Morning Classic Lg,February,9.600000000000001
1108,2023-08-06,09:48:43,1,2,Midtown,98,2.97,Bakery,Muffin,Chocolate Chip Muffin,August,2.97
1109,2023-10-15,19:53:13,2,8,Brooklyn,80,3.85,Coffee,Gourmet brewed coffee,Ethiopia Rg,October,7.7
1110,2023-11-30,18:54:59,1,10,Upper East Side,69,3.29,Tea,Green tea,Sencha Lg,November,3.29
1111,2023-09-15,07:33:06,2,5,Brooklyn,19,3.93,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,September,7.86
1112,2023-09-25,08:46:30,3,8,Upper East Side,80,3.37,Bakery,Muffin,Chocolate Chip Muffin,September,10.11
1113,2023-05-31,06:33:25,2,1,Midtown,82,4.12,Coffee,Barista Espresso,Latte Rg,May,8.24
1114,2023-01-17,16:31:46,3,6,Upper East Side,28,4.2,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,12.600000000000001
1115,2023-10-04,18:30:35,2,2,Lower Manhattan,16,2.45,Coffee,Barista Espresso,Cappuccino Sm,October,4.9
1116,2023-01-18,14:17:12,1,2,Queens,20,2.09,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,January,2.09
1117,2023-04-10,10:59:21,3,8,Queens,73,3.74,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,11.22
1118,2023-12-02,17:03:03,1,3,Queens,68,2.1,Bakery,Croissant,Almond Croissant,December,2.1
1119,2023-01-31,13:07:44,3,6,Midtown,59,3.19,Bakery,Croissant,Almond Croissant,January,9.57
1120,2023-02-14,18:30:05,2,5,Brooklyn,10,3.32,Coffee,Drip coffee,Morning Classic Lg,February,6.64
1121,2023-02-25,06:57:09,1,9,Lower Manhattan,38,4.31,Coffee,Barista Espresso,Flat White Lg,February,4.31
1122,2023-11-25,14:20:57,1,5,Brooklyn,51,2.86,Bakery,Croissant,Butter Croissant,November,2.86
1123,2023-07-05,18:52:55,3,10,Upper East Side,15,3.25,Tea,Brewed Chai tea,Classic Chai Sm,July,9.75
1124,2023-12-06,06:04:06,1,10,Queens,30,2.96,Tea,Herbal tea,Chamomile Calm Sm,December,2.96
1125,2023-12-29,15:55:02,3,3,Upper East Side,78,2.6,Tea,Green tea,Sencha Lg,December,7.800000000000001
1126,2023-09-17,07:05:36,3,3,Upper East Side,88,4.52,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,September,13.559999999999999
1127,2023-12-04,13:18:38,1,1,Lower Manhattan,86,3.18,Tea,Brewed Chai tea,Classic Chai Sm,December,3.18
1128,2023-08-03,18:19:05,1,9,Brooklyn,22,4.13,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,August,4.13
1129,2023-12-30,16:35:47,2,6,Midtown,14,3.32,Bakery,Muffin,Blueberry Muffin,December,6.64
1130,2023-09-07,12:26:41,2,7,Queens,37,3.23,Tea,Herbal tea,Peppermint Fresh Lg,September,6.46
1131,2023-12-12,12:15:00,3,5,Midtown,27,3.8,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,December,11.399999999999999
1132,2023-10-20,10:11:15,3,10,Queens,71,3.76,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,October,11.28
1133,2023-07-20,14:18:09,1,5,Upper East Side,97,3.59,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,July,3.59
1134,2023-07-09,15:04:55,1,7,Upper East Side,19,3.01,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,3.01
1135,2023-01-28,14:47:39,1,7,Midtown,14,3.64,Tea,Herbal tea,Peppermint Fresh Lg,January,3.64
1136,2023-12-10,20:45:25,1,8,Queens,46,3.65,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,December,3.65
1137,2023-12-02,07:44:35,1,8,Upper East Side,38,4.37,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,December,4.37
1138,2023-08-09,14:58:56,1,4,Lower Manhattan,30,4.74,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,August,4.74
1139,2023-09-11,09:15:06,2,7,Lower Manhattan,21,2.19,Coffee,Barista Espresso,Latte Rg,September,4.38
1140,2023-11-06,12:18:28,2,9,Upper East Side,18,2.2,Bakery,Muffin,Chocolate Chip Muffin,November,4.4
1141,2023-06-26,07:01:01,2,4,Lower Manhattan,12,4.44,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,June,8.88
1142,2023-02-06,13:53:19,1,4,Upper East Side,69,3.95,Tea,Brewed Chai tea,Classic Chai Sm,February,3.95
1143,2023-07-27,08:57:50,2,7,Brooklyn,44,4.18,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,July,8.36
1144,2023-10-10,13:59:32,3,6,Upper East Side,53,3.39,Bakery,Scone,Blueberry Scone,October,10.17
1145,2023-12-16,20:54:22,3,1,Midtown,23,3.32,Bakery,Croissant,Butter Croissant,December,9.959999999999999
1146,2023-02-27,15:35:58,3,3,Upper East Side,36,4.3,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,February,12.899999999999999
1147,2023-12-03,07:37:42,2,5,Brooklyn,24,3.82,Tea,Herbal tea,Peppermint Fresh Lg,December,7.64
1148,2023-09-02,15:04:43,2,3,Upper East Side,17,2.06,Coffee,Drip coffee,Light Roast Sm,September,4.12
1149,2023-07-23,16:57:28,2,4,Queens,18,3.17,Coffee,Barista Espresso,Flat White Lg,July,6.34
1150,2023-02-20,18:26:41,2,7,Upper East Side,97,2.13,Bakery,Scone,Blueberry Scone,February,4.26
1151,2023-04-01,20:10:49,1,9,Midtown,64,2.78,Tea,Green tea,Sencha Lg,April,2.78
1152,2023-05-12,13:40:30,1,10,Lower Manhattan,51,2.99,Bakery,Croissant,Butter Croissant,May,2.99
1153,2023-01-17,17:17:23,1,7,Brooklyn,18,3.79,Tea,Herbal tea,Chamomile Calm Sm,January,3.79
1154,2023-04-22,18:50:17,2,7,Lower Manhattan,41,3.16,Tea,Green tea,Jasmine Green Sm,April,6.32
1155,2023-02-11,16:20:08,1,9,Queens,88,3.59,Tea,Green tea,Sencha Lg,February,3.59
1156,2023-02-15,19:49:45,1,2,Queens,37,3.5,Tea,Green tea,Sencha Lg,February,3.5
1157,2023-05-06,07:05:12,2,10,Upper East Side,29,3.44,Coffee,Drip coffee,Old Time Diner Blend Sm,May,6.88
1158,2023-06-18,10:04:26,2,8,Brooklyn,54,4.46,Tea,Green tea,Sencha Lg,June,8.92
1159,2023-06-05,10:43:27,1,7,Lower Manhattan,87,3.55,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,June,3.55
1160,2023-03-09,08:32:43,1,1,Queens,25,4.4,Coffee,Barista Espresso,Cappuccino Sm,March,4.4
1161,2023-03-27,07:43:19,1,3,Brooklyn,28,3.83,Coffee,Drip coffee,Old Time Diner Blend Sm,March,3.83
1162,2023-09-03,14:01:45,1,3,Upper East Side,86,3.08,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,September,3.08
1163,2023-11-26,09:47:07,2,5,Brooklyn,41,4.78,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,November,9.56
1164,2023-08-07,12:45:00,3,4,Queens,41,2.16,Bakery,Croissant,Almond Croissant,August,6.48
1165,2023-12-21,08:55:11,1,1,Midtown,57,3.07,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,December,3.07
1166,2023-04-05,15:46:51,3,3,Midtown,84,2.89,Bakery,Muffin,Blueberry Muffin,April,8.67
1167,2023-09-09,20:49:13,3,2,Brooklyn,58,3.19,Tea,Herbal tea,Peppermint Fresh Lg,September,9.57
1168,2023-05-24,07:04:32,1,5,Queens,18,4.49,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,May,4.49
1169,2023-10-12,10:15:59,2,1,Midtown,35,3.64,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,October,7.28
1170,2023-09-04,19:27:58,2,8,Lower Manhattan,77,3.42,Tea,Herbal tea,Peppermint Fresh Lg,September,6.84
1171,2023-09-13,15:31:23,1,6,Upper East Side,45,3.71,Tea,Herbal tea,Chamomile Calm Sm,September,3.71
1172,2023-10-18,19:33:31,1,3,Midtown,95,4.8,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,October,4.8
1173,2023-02-17,17:47:07,3,8,Midtown,46,2.21,Bakery,Muffin,Blueberry Muffin,February,6.63
1174,2023-04-01,12:23:46,1,1,Queens,56,3.56,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,3.56
1175,2023-03-30,19:36:55,1,4,Midtown,39,3.5,Coffee,Barista Espresso,Cappuccino Sm,March,3.5
1176,2023-06-14,15:12:48,1,2,Brooklyn,59,2.69,Tea,Brewed Chai tea,Classic Chai Sm,June,2.69
1177,2023-06-04,08:33:16,1,5,Brooklyn,79,3.22,Bakery,Croissant,Butter Croissant,June,3.22
1178,2023-07-04,18:14:41,1,9,Lower Manhattan,47,3.57,Coffee,Barista Espresso,Mocha Rg,July,3.57
1179,2023-08-24,11:06:29,3,4,Brooklyn,62,3.23,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,August,9.69
1180,2023-08-28,07:26:11,2,6,Midtown,11,3.99,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,August,7.98
1181,2023-09-15,11:48:10,3,4,Lower Manhattan,45,4.15,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,September,12.450000000000001
1182,2023-09-04,14:45:52,3,9,Queens,42,3.62,Coffee,Gourmet brewed coffee,Ethiopia Rg,September,10.86
1183,2023-02-13,08:10:20,3,5,Midtown,65,4.53,Coffee,Barista Espresso,Cappuccino Sm,February,13.59
1184,2023-08-18,17:12:23,1,4,Lower Manhattan,26,3.11,Tea,Herbal tea,Peppermint Fresh Lg,August,3.11
1185,2023-10-28,09:11:26,3,4,Queens,23,2.78,Bakery,Croissant,Butter Croissant,October,8.34
1186,2023-05-16,13:50:18,2,8,Upper East Side,81,3.16,Bakery,Croissant,Almond Croissant,May,6.32
1187,2023-01-02,10:48:27,2,1,Upper East Side,43,2.45,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,January,4.9
1188,2023-08-22,19:33:23,2,5,Lower Manhattan,37,2.81,Tea,Green tea,Sencha Lg,August,5.62
1189,2023-04-07,14:04:37,3,6,Lower Manhattan,18,3.4,Bakery,Muffin,Blueberry Muffin,April,10.2
1190,2023-11-04,10:43:08,1,3,Brooklyn,15,2.79,Tea,Green tea,Sencha Lg,November,2.79
1191,2023-07-18,07:26:59,3,8,Upper East Side,30,3.97,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,July,11.91
1192,2023-03-08,12:37:55,3,2,Upper East Side,95,3.28,Tea,Brewed Chai tea,Classic Chai Sm,March,9.84
1193,2023-07-01,06:59:49,1,7,Queens,43,4.23,Tea,Brewed Chai tea,Classic Chai Sm,July,4.23
1194,2023-01-01,18:57:24,3,4,Brooklyn,41,3.56,Tea,Herbal tea,Peppermint Fresh Lg,January,10.68
1195,2023-02-16,10:41:27,2,6,Midtown,75,2.93,Tea,Herbal tea,Peppermint Fresh Lg,February,5.86
1196,2023-11-10,15:43:41,2,6,Queens,57,4.52,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,November,9.04
1197,2023-02-09,08:06:12,1,3,Upper East Side,46,3.31,Bakery,Muffin,Chocolate Chip Muffin,February,3.31
1198,2023-05-10,11:55:30,1,8,Upper East Side,86,2.26,Bakery,Scone,Oatmeal Scone,May,2.26
1199,2023-05-21,11:30:59,3,2,Upper East Side,65,2.6,Bakery,Croissant,Almond Croissant,May,7.800000000000001
1200,2023-01-02,14:05:32,3,6,Upper East Side,79,4.87,Coffee,Gourmet brewed coffee,Ethiopia Rg,January,14.61
1201,2023-12-21,18:48:47,1,10,Brooklyn,31,2.63,Bakery,Scone,Blueberry Scone,December,2.63
1202,2023-05-26,10:02:41,2,7,Lower Manhattan,20,2.52,Bakery,Muffin,Chocolate Chip Muffin,May,5.04
1203,2023-07-18,14:30:13,3,10,Brooklyn,96,3.99,Tea,Herbal tea,Chamomile Calm Sm,July,11.97
1204,2023-03-03,20:48:47,3,3,Brooklyn,89,3.55,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,March,10.649999999999999
1205,2023-05-25,12:06:18,1,8,Brooklyn,32,2.51,Coffee,Drip coffee,Morning Classic Lg,May,2.51
1206,2023-05-13,13:00:11,3,8,Lower Manhattan,38,2.77,Bakery,Muffin,Blueberry Muffin,May,8.31
1207,2023-01-27,19:56:11,1,8,Queens,86,3.39,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,3.39
1208,2023-09-17,12:38:09,1,4,Lower Manhattan,20,4.45,Coffee,Gourmet brewed coffee,French Roast Rg,September,4.45
1209,2023-08-18,08:51:25,2,4,Upper East Side,63,4.86,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,August,9.72
1210,2023-09-23,15:50:06,2,5,Queens,66,3.41,Coffee,Barista Espresso,Latte Rg,September,6.82
1211,2023-12-28,08:07:06,3,7,Lower Manhattan,72,3.0,Tea,Green tea,Sencha Lg,December,9.0
1212,2023-06-13,06:42:00,2,5,Midtown,96,2.07,Bakery,Muffin,Chocolate Chip Muffin,June,4.14
1213,2023-12-02,15:35:52,2,2,Lower Manhattan,56,3.59,Coffee,Drip coffee,Light Roast Sm,December,7.18
1214,2023-07-28,08:13:54,2,8,Queens,46,2.83,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,July,5.66
1215,2023-05-24,09:02:28,3,9,Lower Manhattan,80,2.59,Bakery,Muffin,Blueberry Muffin,May,7.77
1216,2023-04-21,07:23:22,1,2,Midtown,93,4.2,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,April,4.2
1217,2023-09-27,08:59:42,3,2,Midtown,65,2.68,Tea,Green tea,Sencha Lg,September,8.040000000000001
1218,2023-01-08,13:29:17,1,1,Midtown,64,4.57,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,January,4.57
1219,2023-05-21,14:29:45,2,10,Upper East Side,58,3.3,Coffee,Barista Espresso,Latte Rg,May,6.6
1220,2023-11-22,12:30:16,2,2,Brooklyn,38,2.17,Bakery,Muffin,Blueberry Muffin,November,4.34
1221,2023-01-16,15:48:55,1,2,Midtown,95,4.76,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,January,4.76
1222,2023-10-04,20:34:52,2,2,Queens,32,4.36,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,October,8.72
1223,2023-05-13,14:15:18,1,5,Midtown,93,2.68,Tea,Green tea,Jasmine Green Sm,May,2.68
1224,2023-12-05,10:04:31,3,1,Midtown,79,4.0,Tea,Green tea,Jasmine Green Sm,December,12.0
1225,2023-10-04,06:44:32,1,10,Upper East Side,46,3.52,Tea,Green tea,Jasmine Green Sm,October,3.52
1226,2023-07-26,07:47:10,3,8,Queens,67,4.01,Tea,Herbal tea,Peppermint Fresh Lg,July,12.03
1227,2023-11-04,13:17:10,1,8,Upper East Side,16,3.03,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,November,3.03
1228,2023-07-13,14:39:02,3,10,Brooklyn,74,3.47,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,July,10.41
1229,2023-03-08,07:21:27,2,3,Midtown,93,2.76,Bakery,Muffin,Blueberry Muffin,March,5.52
1230,2023-09-16,20:44:48,2,2,Brooklyn,43,3.79,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,September,7.58
1231,2023-06-12,13:32:28,1,3,Lower Manhattan,25,3.62,Tea,Green tea,Jasmine Green Sm,June,3.62
1232,2023-01-30,06:14:19,1,10,Lower Manhattan,52,3.03,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,January,3.03
1233,2023-03-13,06:13:16,2,3,Upper East Side,98,4.15,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,March,8.3
1234,2023-11-14,17:55:20,1,8,Lower Manhattan,51,4.22,Tea,Brewed Chai tea,Classic Chai Sm,November,4.22
1235,2023-09-03,14:32:08,3,5,Brooklyn,77,3.25,Bakery,Scone,Oatmeal Scone,September,9.75
1236,2023-07-30,16:29:57,3,1,Upper East Side,12,4.42,Drinking Chocolate,Hot chocolate,Mint Cocoa Rg,July,13.26
1237,2023-12-06,06:16:11,1,8,Midtown,65,2.72,Bakery,Croissant,Butter Croissant,December,2.72
1238,2023-02-09,14:35:12,1,2,Upper East Side,61,3.92,Tea,Green tea,Sencha Lg,February,3.92
1239,2023-12-27,11:53:32,1,8,Midtown,41,2.66,Bakery,Scone,Blueberry Scone,December,2.66
1240,2023-08-30,06:34:49,1,9,Brooklyn,60,2.91,Bakery,Scone,Blueberry Scone,August,2.91
1241,2023-02-09,06:55:28,3,1,Upper East Side,86,4.14,Tea,Green tea,Jasmine Green Sm,February,12.419999999999998
1242,2023-03-09,07:48:05,2,3,Queens,67,3.45,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,March,6.9
1243,2023-08-20,20:20:45,1,6,Queens,82,3.16,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,August,3.16
1244,2023-01-17,07:10:08,3,9,Midtown,59,2.76,Tea,Green tea,Jasmine Green Sm,January,8.28
1245,2023-09-01,16:16:39,2,6,Brooklyn,49,2.15,Bakery,Muffin,Blueberry Muffin,September,4.3
1246,2023-11-07,15:26:28,3,5,Midtown,41,4.01,Coffee,Drip coffee,Morning Classic Lg,November,12.03
1247,2023-08-25,15:44:41,1,7,Upper East Side,71,3.29,Coffee,Barista Espresso,Cappuccino Sm,August,3.29
1248,2023-06-17,08:36:22,2,3,Lower Manhattan,87,2.96,Bakery,Croissant,Butter Croissant,June,5.92
1249,2023-06-09,09:04:28,3,10,Lower Manhattan,30,2.66,Coffee,Gourmet brewed coffee,Ethiopia Rg,June,7.98
1250,2023-09-19,10:47:32,3,1,Upper East Side,89,3.03,Drinking Chocolate,Hot chocolate,Classic Cocoa Sm,September,9.09
1251,2023-12-17,10:27:01,1,6,Upper East Side,56,4.08,Coffee,Barista Espresso,Flat White Lg,December,4.08
